Source,Target,Weight
Leonardo Ulrich Steiner OFM,Fabio Baggio CS,2
Leonardo Ulrich Steiner OFM,George Koovakad,2
Filipe Neri Ferrão,Robert McElroy,2
Filipe Neri Ferrão,Virgílio do Carmo da Silva SDB,3
Filipe Neri Ferrão,Oscar Cantoni,2
Filipe Neri Ferrão,Anthony Poola,5
Filipe Neri Ferrão,Paulo Cezar Costa,3
Filipe Neri Ferrão,William Goh,4
Filipe Neri Ferrão,Adalberto Martínez Flores,2
Filipe Neri Ferrão,Giorgio Marengo IMC,4
Filipe Neri Ferrão,Pierbattista Pizzaballa OFM,3
Filipe Neri Ferrão,Stephen Brislin,2
Filipe Neri Ferrão,Ángel Sixto Rossi SJ,2
Filipe Neri Ferrão,Luis José Rueda Aparicio,2
Filipe Neri Ferrão,Grzegorz Ryś,2
Filipe Neri Ferrão,Stephen Ameyu Martin Mulla,2
Filipe Neri Ferrão,José Cobo Cano,2
Filipe Neri Ferrão,Protase Rugambwa,2
Filipe Neri Ferrão,Sebastian Francis,2
Filipe Neri Ferrão,Stephen Chow Sau-yan SJ,3
Filipe Neri Ferrão,François-Xavier Bustillo OFMConv,2
Filipe Neri Ferrão,Américo Aguiar,2
Filipe Neri Ferrão,Carlos Castillo Mattasoglio,1
Filipe Neri Ferrão,Vicente Bokalic Iglic CM,1
Filipe Neri Ferrão,Luis Cabrera Herrera OFM,2
Filipe Neri Ferrão,Fernando Chomalí Garib,2
Filipe Neri Ferrão,Tarcisio Isao Kikuchi SVD,3
Filipe Neri Ferrão,Pablo Virgilio David,3
Filipe Neri Ferrão,Ladislav Nemet SVD,2
Filipe Neri Ferrão,Jaime Spengler OFM,2
Filipe Neri Ferrão,Ignace Bessi Dogbo,2
Filipe Neri Ferrão,Jean-Paul Vesco OP,2
Filipe Neri Ferrão,Dominique Mathieu OFMConv,3
Filipe Neri Ferrão,Roberto Repole,2
Filipe Neri Ferrão,Baldassare Reina,2
Filipe Neri Ferrão,Frank Leo,2
Filipe Neri Ferrão,Mykola Bychok CSsR,2
Filipe Neri Ferrão,Domenico Battaglia,2
Filipe Neri Ferrão,Dominique Mamberti,1
Filipe Neri Ferrão,Mario Zenari,1
Filipe Neri Ferrão,Kevin Farrell,1
Filipe Neri Ferrão,Konrad Krajewski,2
Filipe Neri Ferrão,José Tolentino de Mendonça,2
Filipe Neri Ferrão,Michael Czerny SJ,1
Filipe Neri Ferrão,Mario Grech,2
Filipe Neri Ferrão,Marcello Semeraro,1
Filipe Neri Ferrão,Mauro Gambetti OFMConv,2
Filipe Neri Ferrão,Arthur Roche,2
Filipe Neri Ferrão,Lazarus You Heung-sik,3
Filipe Neri Ferrão,Claudio Gugerotti,2
Filipe Neri Ferrão,Víctor Manuel Fernández,2
Filipe Neri Ferrão,Emil Paul Tscherrig,1
Filipe Neri Ferrão,Christophe Pierre,1
Filipe Neri Ferrão,Ángel Fernández Artime SDB,2
Filipe Neri Ferrão,Rolandas Makrickas,2
Filipe Neri Ferrão,Timothy Radcliffe OP,1
Filipe Neri Ferrão,Fabio Baggio CS,2
Filipe Neri Ferrão,George Koovakad,4
Robert McElroy,Virgílio do Carmo da Silva SDB,3
Robert McElroy,Oscar Cantoni,2
Robert McElroy,Anthony Poola,3
Robert McElroy,Paulo Cezar Costa,3
Robert McElroy,William Goh,3
Robert McElroy,Adalberto Martínez Flores,2
Robert McElroy,Giorgio Marengo IMC,3
Robert McElroy,Pierbattista Pizzaballa OFM,2
Robert McElroy,Stephen Brislin,2
Robert McElroy,Ángel Sixto Rossi SJ,2
Robert McElroy,Luis José Rueda Aparicio,2
Robert McElroy,Grzegorz Ryś,2
Robert McElroy,Stephen Ameyu Martin Mulla,2
Robert McElroy,José Cobo Cano,2
Robert McElroy,Protase Rugambwa,2
Robert McElroy,Sebastian Francis,1
Robert McElroy,Stephen Chow Sau-yan SJ,2
Robert McElroy,François-Xavier Bustillo OFMConv,2
Robert McElroy,Américo Aguiar,2
Robert McElroy,Carlos Castillo Mattasoglio,1
Robert McElroy,Vicente Bokalic Iglic CM,1
Robert McElroy,Luis Cabrera Herrera OFM,2
Robert McElroy,Fernando Chomalí Garib,2
Robert McElroy,Tarcisio Isao Kikuchi SVD,2
Robert McElroy,Pablo Virgilio David,2
Robert McElroy,Ladislav Nemet SVD,2
Robert McElroy,Jaime Spengler OFM,2
Robert McElroy,Ignace Bessi Dogbo,2
Robert McElroy,Jean-Paul Vesco OP,2
Robert McElroy,Dominique Mathieu OFMConv,2
Robert McElroy,Roberto Repole,2
Robert McElroy,Baldassare Reina,2
Robert McElroy,Frank Leo,3
Robert McElroy,Mykola Bychok CSsR,2
Robert McElroy,Domenico Battaglia,2
Robert McElroy,Dominique Mamberti,1
Robert McElroy,Mario Zenari,1
Robert McElroy,Kevin Farrell,3
Robert McElroy,Konrad Krajewski,2
Robert McElroy,José Tolentino de Mendonça,2
Robert McElroy,Michael Czerny SJ,2
Robert McElroy,Mario Grech,2
Robert McElroy,Marcello Semeraro,1
Robert McElroy,Mauro Gambetti OFMConv,2
Robert McElroy,Arthur Roche,2
Robert McElroy,Lazarus You Heung-sik,2
Robert McElroy,Claudio Gugerotti,2
Robert McElroy,Víctor Manuel Fernández,2
Robert McElroy,Emil Paul Tscherrig,1
Robert McElroy,Christophe Pierre,1
Robert McElroy,Ángel Fernández Artime SDB,2
Robert McElroy,Rolandas Makrickas,2
Robert McElroy,Timothy Radcliffe OP,1
Robert McElroy,Fabio Baggio CS,2
Robert McElroy,George Koovakad,2
Virgílio do Carmo da Silva SDB,Oscar Cantoni,3
Virgílio do Carmo da Silva SDB,Anthony Poola,4
Virgílio do Carmo da Silva SDB,Paulo Cezar Costa,4
Virgílio do Carmo da Silva SDB,William Goh,4
Virgílio do Carmo da Silva SDB,Adalberto Martínez Flores,3
Virgílio do Carmo da Silva SDB,Giorgio Marengo IMC,4
Virgílio do Carmo da Silva SDB,Pierbattista Pizzaballa OFM,3
Virgílio do Carmo da Silva SDB,Stephen Brislin,3
Virgílio do Carmo da Silva SDB,Ángel Sixto Rossi SJ,3
Virgílio do Carmo da Silva SDB,Luis José Rueda Aparicio,3
Virgílio do Carmo da Silva SDB,Grzegorz Ryś,3
Virgílio do Carmo da Silva SDB,Stephen Ameyu Martin Mulla,3
Virgílio do Carmo da Silva SDB,José Cobo Cano,3
Virgílio do Carmo da Silva SDB,Protase Rugambwa,3
Virgílio do Carmo da Silva SDB,Sebastian Francis,2
Virgílio do Carmo da Silva SDB,Stephen Chow Sau-yan SJ,3
Virgílio do Carmo da Silva SDB,François-Xavier Bustillo OFMConv,3
Virgílio do Carmo da Silva SDB,Américo Aguiar,3
Virgílio do Carmo da Silva SDB,Carlos Castillo Mattasoglio,2
Virgílio do Carmo da Silva SDB,Vicente Bokalic Iglic CM,2
Virgílio do Carmo da Silva SDB,Luis Cabrera Herrera OFM,3
Virgílio do Carmo da Silva SDB,Fernando Chomalí Garib,3
Virgílio do Carmo da Silva SDB,Tarcisio Isao Kikuchi SVD,3
Virgílio do Carmo da Silva SDB,Pablo Virgilio David,3
Virgílio do Carmo da Silva SDB,Ladislav Nemet SVD,3
Virgílio do Carmo da Silva SDB,Jaime Spengler OFM,3
Virgílio do Carmo da Silva SDB,Ignace Bessi Dogbo,4
Virgílio do Carmo da Silva SDB,Jean-Paul Vesco OP,3
Virgílio do Carmo da Silva SDB,Dominique Mathieu OFMConv,3
Virgílio do Carmo da Silva SDB,Roberto Repole,3
Virgílio do Carmo da Silva SDB,Baldassare Reina,3
Virgílio do Carmo da Silva SDB,Frank Leo,3
Virgílio do Carmo da Silva SDB,Mykola Bychok CSsR,3
Virgílio do Carmo da Silva SDB,Domenico Battaglia,3
Virgílio do Carmo da Silva SDB,Dominique Mamberti,2
Virgílio do Carmo da Silva SDB,Mario Zenari,2
Virgílio do Carmo da Silva SDB,Kevin Farrell,2
Virgílio do Carmo da Silva SDB,Konrad Krajewski,3
Virgílio do Carmo da Silva SDB,José Tolentino de Mendonça,3
Virgílio do Carmo da Silva SDB,Michael Czerny SJ,2
Virgílio do Carmo da Silva SDB,Mario Grech,3
Virgílio do Carmo da Silva SDB,Marcello Semeraro,2
Virgílio do Carmo da Silva SDB,Mauro Gambetti OFMConv,3
Virgílio do Carmo da Silva SDB,Arthur Roche,3
Virgílio do Carmo da Silva SDB,Lazarus You Heung-sik,3
Virgílio do Carmo da Silva SDB,Claudio Gugerotti,3
Virgílio do Carmo da Silva SDB,Víctor Manuel Fernández,3
Virgílio do Carmo da Silva SDB,Emil Paul Tscherrig,2
Virgílio do Carmo da Silva SDB,Christophe Pierre,2
Virgílio do Carmo da Silva SDB,Ángel Fernández Artime SDB,3
Virgílio do Carmo da Silva SDB,Rolandas Makrickas,3
Virgílio do Carmo da Silva SDB,Timothy Radcliffe OP,2
Virgílio do Carmo da Silva SDB,Fabio Baggio CS,3
Virgílio do Carmo da Silva SDB,George Koovakad,3
Oscar Cantoni,Anthony Poola,3
Oscar Cantoni,Paulo Cezar Costa,3
Oscar Cantoni,William Goh,3
Oscar Cantoni,Adalberto Martínez Flores,2
Oscar Cantoni,Giorgio Marengo IMC,3
Oscar Cantoni,Pierbattista Pizzaballa OFM,2
Oscar Cantoni,Stephen Brislin,2
Oscar Cantoni,Ángel Sixto Rossi SJ,2
Oscar Cantoni,Luis José Rueda Aparicio,2
Oscar Cantoni,Grzegorz Ryś,3
Oscar Cantoni,Stephen Ameyu Martin Mulla,2
Oscar Cantoni,José Cobo Cano,3
Oscar Cantoni,Protase Rugambwa,2
Oscar Cantoni,Sebastian Francis,1
Oscar Cantoni,Stephen Chow Sau-yan SJ,2
Oscar Cantoni,François-Xavier Bustillo OFMConv,3
Oscar Cantoni,Américo Aguiar,3
Oscar Cantoni,Carlos Castillo Mattasoglio,1
Oscar Cantoni,Vicente Bokalic Iglic CM,1
Oscar Cantoni,Luis Cabrera Herrera OFM,2
Oscar Cantoni,Fernando Chomalí Garib,2
Oscar Cantoni,Tarcisio Isao Kikuchi SVD,2
Oscar Cantoni,Pablo Virgilio David,2
Oscar Cantoni,Ladislav Nemet SVD,3
Oscar Cantoni,Jaime Spengler OFM,2
Oscar Cantoni,Ignace Bessi Dogbo,2
Oscar Cantoni,Jean-Paul Vesco OP,2
Oscar Cantoni,Dominique Mathieu OFMConv,2
Oscar Cantoni,Roberto Repole,4
Oscar Cantoni,Baldassare Reina,4
Oscar Cantoni,Frank Leo,2
Oscar Cantoni,Mykola Bychok CSsR,2
Oscar Cantoni,Domenico Battaglia,4
Oscar Cantoni,Dominique Mamberti,2
Oscar Cantoni,Mario Zenari,3
Oscar Cantoni,Kevin Farrell,1
Oscar Cantoni,Konrad Krajewski,3
Oscar Cantoni,José Tolentino de Mendonça,3
Oscar Cantoni,Michael Czerny SJ,1
Oscar Cantoni,Mario Grech,3
Oscar Cantoni,Marcello Semeraro,3
Oscar Cantoni,Mauro Gambetti OFMConv,4
Oscar Cantoni,Arthur Roche,3
Oscar Cantoni,Lazarus You Heung-sik,2
Oscar Cantoni,Claudio Gugerotti,4
Oscar Cantoni,Víctor Manuel Fernández,2
Oscar Cantoni,Emil Paul Tscherrig,2
Oscar Cantoni,Christophe Pierre,2
Oscar Cantoni,Ángel Fernández Artime SDB,3
Oscar Cantoni,Rolandas Makrickas,3
Oscar Cantoni,Timothy Radcliffe OP,2
Oscar Cantoni,Fabio Baggio CS,4
Oscar Cantoni,George Koovakad,2
Anthony Poola,Paulo Cezar Costa,4
Anthony Poola,William Goh,5
Anthony Poola,Adalberto Martínez Flores,3
Anthony Poola,Giorgio Marengo IMC,5
Anthony Poola,Pierbattista Pizzaballa OFM,4
Anthony Poola,Stephen Brislin,3
Anthony Poola,Ángel Sixto Rossi SJ,3
Anthony Poola,Luis José Rueda Aparicio,3
Anthony Poola,Grzegorz Ryś,3
Anthony Poola,Stephen Ameyu Martin Mulla,3
Anthony Poola,José Cobo Cano,3
Anthony Poola,Protase Rugambwa,3
Anthony Poola,Sebastian Francis,3
Anthony Poola,Stephen Chow Sau-yan SJ,4
Anthony Poola,François-Xavier Bustillo OFMConv,3
Anthony Poola,Américo Aguiar,3
Anthony Poola,Carlos Castillo Mattasoglio,2
Anthony Poola,Vicente Bokalic Iglic CM,2
Anthony Poola,Luis Cabrera Herrera OFM,3
Anthony Poola,Fernando Chomalí Garib,3
Anthony Poola,Tarcisio Isao Kikuchi SVD,4
Anthony Poola,Pablo Virgilio David,4
Anthony Poola,Ladislav Nemet SVD,3
Anthony Poola,Jaime Spengler OFM,3
Anthony Poola,Ignace Bessi Dogbo,3
Anthony Poola,Jean-Paul Vesco OP,3
Anthony Poola,Dominique Mathieu OFMConv,4
Anthony Poola,Roberto Repole,3
Anthony Poola,Baldassare Reina,3
Anthony Poola,Frank Leo,3
Anthony Poola,Mykola Bychok CSsR,3
Anthony Poola,Domenico Battaglia,3
Anthony Poola,Dominique Mamberti,2
Anthony Poola,Mario Zenari,2
Anthony Poola,Kevin Farrell,2
Anthony Poola,Konrad Krajewski,3
Anthony Poola,José Tolentino de Mendonça,3
Anthony Poola,Michael Czerny SJ,2
Anthony Poola,Mario Grech,3
Anthony Poola,Marcello Semeraro,2
Anthony Poola,Mauro Gambetti OFMConv,3
Anthony Poola,Arthur Roche,3
Anthony Poola,Lazarus You Heung-sik,4
Anthony Poola,Claudio Gugerotti,3
Anthony Poola,Víctor Manuel Fernández,3
Anthony Poola,Emil Paul Tscherrig,2
Anthony Poola,Christophe Pierre,2
Anthony Poola,Ángel Fernández Artime SDB,3
Anthony Poola,Rolandas Makrickas,3
Anthony Poola,Timothy Radcliffe OP,2
Anthony Poola,Fabio Baggio CS,3
Anthony Poola,George Koovakad,5
Paulo Cezar Costa,William Goh,4
Paulo Cezar Costa,Adalberto Martínez Flores,4
Paulo Cezar Costa,Giorgio Marengo IMC,4
Paulo Cezar Costa,Pierbattista Pizzaballa OFM,3
Paulo Cezar Costa,Stephen Brislin,3
Paulo Cezar Costa,Ángel Sixto Rossi SJ,4
Paulo Cezar Costa,Luis José Rueda Aparicio,4
Paulo Cezar Costa,Grzegorz Ryś,3
Paulo Cezar Costa,Stephen Ameyu Martin Mulla,3
Paulo Cezar Costa,José Cobo Cano,3
Paulo Cezar Costa,Protase Rugambwa,3
Paulo Cezar Costa,Sebastian Francis,2
Paulo Cezar Costa,Stephen Chow Sau-yan SJ,3
Paulo Cezar Costa,François-Xavier Bustillo OFMConv,3
Paulo Cezar Costa,Américo Aguiar,3
Paulo Cezar Costa,Carlos Castillo Mattasoglio,3
Paulo Cezar Costa,Vicente Bokalic Iglic CM,3
Paulo Cezar Costa,Luis Cabrera Herrera OFM,4
Paulo Cezar Costa,Fernando Chomalí Garib,4
Paulo Cezar Costa,Tarcisio Isao Kikuchi SVD,3
Paulo Cezar Costa,Pablo Virgilio David,3
Paulo Cezar Costa,Ladislav Nemet SVD,3
Paulo Cezar Costa,Jaime Spengler OFM,5
Paulo Cezar Costa,Ignace Bessi Dogbo,3
Paulo Cezar Costa,Jean-Paul Vesco OP,3
Paulo Cezar Costa,Dominique Mathieu OFMConv,3
Paulo Cezar Costa,Roberto Repole,3
Paulo Cezar Costa,Baldassare Reina,3
Paulo Cezar Costa,Frank Leo,3
Paulo Cezar Costa,Mykola Bychok CSsR,3
Paulo Cezar Costa,Domenico Battaglia,3
Paulo Cezar Costa,Dominique Mamberti,2
Paulo Cezar Costa,Mario Zenari,2
Paulo Cezar Costa,Kevin Farrell,2
Paulo Cezar Costa,Konrad Krajewski,3
Paulo Cezar Costa,José Tolentino de Mendonça,3
Paulo Cezar Costa,Michael Czerny SJ,2
Paulo Cezar Costa,Mario Grech,3
Paulo Cezar Costa,Marcello Semeraro,2
Paulo Cezar Costa,Mauro Gambetti OFMConv,3
Paulo Cezar Costa,Arthur Roche,3
Paulo Cezar Costa,Lazarus You Heung-sik,3
Paulo Cezar Costa,Claudio Gugerotti,3
Paulo Cezar Costa,Víctor Manuel Fernández,4
Paulo Cezar Costa,Emil Paul Tscherrig,2
Paulo Cezar Costa,Christophe Pierre,2
Paulo Cezar Costa,Ángel Fernández Artime SDB,3
Paulo Cezar Costa,Rolandas Makrickas,3
Paulo Cezar Costa,Timothy Radcliffe OP,2
Paulo Cezar Costa,Fabio Baggio CS,3
Paulo Cezar Costa,George Koovakad,3
William Goh,Adalberto Martínez Flores,3
William Goh,Giorgio Marengo IMC,5
William Goh,Pierbattista Pizzaballa OFM,4
William Goh,Stephen Brislin,3
William Goh,Ángel Sixto Rossi SJ,3
William Goh,Luis José Rueda Aparicio,3
William Goh,Grzegorz Ryś,3
William Goh,Stephen Ameyu Martin Mulla,3
William Goh,José Cobo Cano,3
William Goh,Protase Rugambwa,3
William Goh,Sebastian Francis,3
William Goh,Stephen Chow Sau-yan SJ,4
William Goh,François-Xavier Bustillo OFMConv,3
William Goh,Américo Aguiar,3
William Goh,Carlos Castillo Mattasoglio,2
William Goh,Vicente Bokalic Iglic CM,2
William Goh,Luis Cabrera Herrera OFM,3
William Goh,Fernando Chomalí Garib,3
William Goh,Tarcisio Isao Kikuchi SVD,4
William Goh,Pablo Virgilio David,4
William Goh,Ladislav Nemet SVD,3
William Goh,Jaime Spengler OFM,3
William Goh,Ignace Bessi Dogbo,3
William Goh,Jean-Paul Vesco OP,3
William Goh,Dominique Mathieu OFMConv,4
William Goh,Roberto Repole,3
William Goh,Baldassare Reina,3
William Goh,Frank Leo,3
William Goh,Mykola Bychok CSsR,3
William Goh,Domenico Battaglia,3
William Goh,Dominique Mamberti,2
William Goh,Mario Zenari,2
William Goh,Kevin Farrell,2
William Goh,Konrad Krajewski,3
William Goh,José Tolentino de Mendonça,3
William Goh,Michael Czerny SJ,2
William Goh,Mario Grech,3
William Goh,Marcello Semeraro,2
William Goh,Mauro Gambetti OFMConv,3
William Goh,Arthur Roche,3
William Goh,Lazarus You Heung-sik,4
William Goh,Claudio Gugerotti,3
William Goh,Víctor Manuel Fernández,3
William Goh,Emil Paul Tscherrig,2
William Goh,Christophe Pierre,2
William Goh,Ángel Fernández Artime SDB,3
William Goh,Rolandas Makrickas,3
William Goh,Timothy Radcliffe OP,2
William Goh,Fabio Baggio CS,3
William Goh,George Koovakad,4
Adalberto Martínez Flores,Giorgio Marengo IMC,3
Adalberto Martínez Flores,Pierbattista Pizzaballa OFM,2
Adalberto Martínez Flores,Stephen Brislin,2
Adalberto Martínez Flores,Ángel Sixto Rossi SJ,3
Adalberto Martínez Flores,Luis José Rueda Aparicio,3
Adalberto Martínez Flores,Grzegorz Ryś,2
Adalberto Martínez Flores,Stephen Ameyu Martin Mulla,2
Adalberto Martínez Flores,José Cobo Cano,2
Adalberto Martínez Flores,Protase Rugambwa,2
Adalberto Martínez Flores,Sebastian Francis,1
Adalberto Martínez Flores,Stephen Chow Sau-yan SJ,2
Adalberto Martínez Flores,François-Xavier Bustillo OFMConv,2
Adalberto Martínez Flores,Américo Aguiar,2
Adalberto Martínez Flores,Carlos Castillo Mattasoglio,2
Adalberto Martínez Flores,Vicente Bokalic Iglic CM,2
Adalberto Martínez Flores,Luis Cabrera Herrera OFM,3
Adalberto Martínez Flores,Fernando Chomalí Garib,3
Adalberto Martínez Flores,Tarcisio Isao Kikuchi SVD,2
Adalberto Martínez Flores,Pablo Virgilio David,2
Adalberto Martínez Flores,Ladislav Nemet SVD,2
Adalberto Martínez Flores,Jaime Spengler OFM,3
Adalberto Martínez Flores,Ignace Bessi Dogbo,2
Adalberto Martínez Flores,Jean-Paul Vesco OP,2
Adalberto Martínez Flores,Dominique Mathieu OFMConv,2
Adalberto Martínez Flores,Roberto Repole,2
Adalberto Martínez Flores,Baldassare Reina,2
Adalberto Martínez Flores,Frank Leo,2
Adalberto Martínez Flores,Mykola Bychok CSsR,2
Adalberto Martínez Flores,Domenico Battaglia,2
Adalberto Martínez Flores,Dominique Mamberti,1
Adalberto Martínez Flores,Mario Zenari,1
Adalberto Martínez Flores,Kevin Farrell,1
Adalberto Martínez Flores,Konrad Krajewski,2
Adalberto Martínez Flores,José Tolentino de Mendonça,2
Adalberto Martínez Flores,Michael Czerny SJ,1
Adalberto Martínez Flores,Mario Grech,2
Adalberto Martínez Flores,Marcello Semeraro,1
Adalberto Martínez Flores,Mauro Gambetti OFMConv,2
Adalberto Martínez Flores,Arthur Roche,2
Adalberto Martínez Flores,Lazarus You Heung-sik,2
Adalberto Martínez Flores,Claudio Gugerotti,2
Adalberto Martínez Flores,Víctor Manuel Fernández,3
Adalberto Martínez Flores,Emil Paul Tscherrig,1
Adalberto Martínez Flores,Christophe Pierre,1
Adalberto Martínez Flores,Ángel Fernández Artime SDB,2
Adalberto Martínez Flores,Rolandas Makrickas,2
Adalberto Martínez Flores,Timothy Radcliffe OP,1
Adalberto Martínez Flores,Fabio Baggio CS,2
Adalberto Martínez Flores,George Koovakad,2
Giorgio Marengo IMC,Pierbattista Pizzaballa OFM,4
Giorgio Marengo IMC,Stephen Brislin,3
Giorgio Marengo IMC,Ángel Sixto Rossi SJ,3
Giorgio Marengo IMC,Luis José Rueda Aparicio,3
Giorgio Marengo IMC,Grzegorz Ryś,3
Giorgio Marengo IMC,Stephen Ameyu Martin Mulla,3
Giorgio Marengo IMC,José Cobo Cano,3
Giorgio Marengo IMC,Protase Rugambwa,3
Giorgio Marengo IMC,Sebastian Francis,3
Giorgio Marengo IMC,Stephen Chow Sau-yan SJ,4
Giorgio Marengo IMC,François-Xavier Bustillo OFMConv,3
Giorgio Marengo IMC,Américo Aguiar,3
Giorgio Marengo IMC,Carlos Castillo Mattasoglio,2
Giorgio Marengo IMC,Vicente Bokalic Iglic CM,2
Giorgio Marengo IMC,Luis Cabrera Herrera OFM,3
Giorgio Marengo IMC,Fernando Chomalí Garib,3
Giorgio Marengo IMC,Tarcisio Isao Kikuchi SVD,4
Giorgio Marengo IMC,Pablo Virgilio David,4
Giorgio Marengo IMC,Ladislav Nemet SVD,3
Giorgio Marengo IMC,Jaime Spengler OFM,3
Giorgio Marengo IMC,Ignace Bessi Dogbo,3
Giorgio Marengo IMC,Jean-Paul Vesco OP,3
Giorgio Marengo IMC,Dominique Mathieu OFMConv,4
Giorgio Marengo IMC,Roberto Repole,3
Giorgio Marengo IMC,Baldassare Reina,3
Giorgio Marengo IMC,Frank Leo,3
Giorgio Marengo IMC,Mykola Bychok CSsR,3
Giorgio Marengo IMC,Domenico Battaglia,3
Giorgio Marengo IMC,Dominique Mamberti,2
Giorgio Marengo IMC,Mario Zenari,2
Giorgio Marengo IMC,Kevin Farrell,2
Giorgio Marengo IMC,Konrad Krajewski,3
Giorgio Marengo IMC,José Tolentino de Mendonça,3
Giorgio Marengo IMC,Michael Czerny SJ,2
Giorgio Marengo IMC,Mario Grech,3
Giorgio Marengo IMC,Marcello Semeraro,2
Giorgio Marengo IMC,Mauro Gambetti OFMConv,3
Giorgio Marengo IMC,Arthur Roche,3
Giorgio Marengo IMC,Lazarus You Heung-sik,4
Giorgio Marengo IMC,Claudio Gugerotti,3
Giorgio Marengo IMC,Víctor Manuel Fernández,3
Giorgio Marengo IMC,Emil Paul Tscherrig,2
Giorgio Marengo IMC,Christophe Pierre,2
Giorgio Marengo IMC,Ángel Fernández Artime SDB,3
Giorgio Marengo IMC,Rolandas Makrickas,3
Giorgio Marengo IMC,Timothy Radcliffe OP,2
Giorgio Marengo IMC,Fabio Baggio CS,3
Giorgio Marengo IMC,George Koovakad,4
Pierbattista Pizzaballa OFM,Stephen Brislin,4
Pierbattista Pizzaballa OFM,Ángel Sixto Rossi SJ,4
Pierbattista Pizzaballa OFM,Luis José Rueda Aparicio,4
Pierbattista Pizzaballa OFM,Grzegorz Ryś,4
Pierbattista Pizzaballa OFM,Stephen Ameyu Martin Mulla,4
Pierbattista Pizzaballa OFM,José Cobo Cano,4
Pierbattista Pizzaballa OFM,Protase Rugambwa,4
Pierbattista Pizzaballa OFM,Sebastian Francis,4
Pierbattista Pizzaballa OFM,Stephen Chow Sau-yan SJ,5
Pierbattista Pizzaballa OFM,François-Xavier Bustillo OFMConv,4
Pierbattista Pizzaballa OFM,Américo Aguiar,4
Pierbattista Pizzaballa OFM,Carlos Castillo Mattasoglio,2
Pierbattista Pizzaballa OFM,Vicente Bokalic Iglic CM,2
Pierbattista Pizzaballa OFM,Luis Cabrera Herrera OFM,3
Pierbattista Pizzaballa OFM,Fernando Chomalí Garib,3
Pierbattista Pizzaballa OFM,Tarcisio Isao Kikuchi SVD,4
Pierbattista Pizzaballa OFM,Pablo Virgilio David,4
Pierbattista Pizzaballa OFM,Ladislav Nemet SVD,3
Pierbattista Pizzaballa OFM,Jaime Spengler OFM,3
Pierbattista Pizzaballa OFM,Ignace Bessi Dogbo,3
Pierbattista Pizzaballa OFM,Jean-Paul Vesco OP,3
Pierbattista Pizzaballa OFM,Dominique Mathieu OFMConv,4
Pierbattista Pizzaballa OFM,Roberto Repole,3
Pierbattista Pizzaballa OFM,Baldassare Reina,3
Pierbattista Pizzaballa OFM,Frank Leo,3
Pierbattista Pizzaballa OFM,Mykola Bychok CSsR,3
Pierbattista Pizzaballa OFM,Domenico Battaglia,3
Pierbattista Pizzaballa OFM,Dominique Mamberti,2
Pierbattista Pizzaballa OFM,Mario Zenari,2
Pierbattista Pizzaballa OFM,Kevin Farrell,2
Pierbattista Pizzaballa OFM,Konrad Krajewski,3
Pierbattista Pizzaballa OFM,José Tolentino de Mendonça,3
Pierbattista Pizzaballa OFM,Michael Czerny SJ,2
Pierbattista Pizzaballa OFM,Mario Grech,3
Pierbattista Pizzaballa OFM,Marcello Semeraro,2
Pierbattista Pizzaballa OFM,Mauro Gambetti OFMConv,3
Pierbattista Pizzaballa OFM,Arthur Roche,2
Pierbattista Pizzaballa OFM,Lazarus You Heung-sik,3
Pierbattista Pizzaballa OFM,Claudio Gugerotti,4
Pierbattista Pizzaballa OFM,Víctor Manuel Fernández,4
Pierbattista Pizzaballa OFM,Emil Paul Tscherrig,3
Pierbattista Pizzaballa OFM,Christophe Pierre,3
Pierbattista Pizzaballa OFM,Ángel Fernández Artime SDB,4
Pierbattista Pizzaballa OFM,Rolandas Makrickas,3
Pierbattista Pizzaballa OFM,Timothy Radcliffe OP,2
Pierbattista Pizzaballa OFM,Fabio Baggio CS,3
Pierbattista Pizzaballa OFM,George Koovakad,4
Stephen Brislin,Ángel Sixto Rossi SJ,4
Stephen Brislin,Luis José Rueda Aparicio,4
Stephen Brislin,Grzegorz Ryś,4
Stephen Brislin,Stephen Ameyu Martin Mulla,5
Stephen Brislin,José Cobo Cano,4
Stephen Brislin,Protase Rugambwa,5
Stephen Brislin,Sebastian Francis,3
Stephen Brislin,Stephen Chow Sau-yan SJ,4
Stephen Brislin,François-Xavier Bustillo OFMConv,4
Stephen Brislin,Américo Aguiar,4
Stephen Brislin,Carlos Castillo Mattasoglio,2
Stephen Brislin,Vicente Bokalic Iglic CM,2
Stephen Brislin,Luis Cabrera Herrera OFM,3
Stephen Brislin,Fernando Chomalí Garib,3
Stephen Brislin,Tarcisio Isao Kikuchi SVD,3
Stephen Brislin,Pablo Virgilio David,3
Stephen Brislin,Ladislav Nemet SVD,3
Stephen Brislin,Jaime Spengler OFM,3
Stephen Brislin,Ignace Bessi Dogbo,3
Stephen Brislin,Jean-Paul Vesco OP,4
Stephen Brislin,Dominique Mathieu OFMConv,3
Stephen Brislin,Roberto Repole,3
Stephen Brislin,Baldassare Reina,3
Stephen Brislin,Frank Leo,3
Stephen Brislin,Mykola Bychok CSsR,3
Stephen Brislin,Domenico Battaglia,3
Stephen Brislin,Dominique Mamberti,2
Stephen Brislin,Mario Zenari,2
Stephen Brislin,Kevin Farrell,2
Stephen Brislin,Konrad Krajewski,3
Stephen Brislin,José Tolentino de Mendonça,3
