Source,Target,Weight
Reinhard Marx,José Tolentino de Mendonça,2
Reinhard Marx,Mario Grech,2
Reinhard Marx,Marcello Semeraro,1
Reinhard Marx,Mauro Gambetti OFMConv,2
Reinhard Marx,Arthur Roche,1
Reinhard Marx,Claudio Gugerotti,2
Reinhard Marx,Víctor Manuel Fernández,1
Reinhard Marx,Emil Paul Tscherrig,1
Reinhard Marx,Christophe Pierre,1
Reinhard Marx,Ángel Fernández Artime SDB,2
Reinhard Marx,Rolandas Makrickas,2
Reinhard Marx,Timothy Radcliffe OP,1
Reinhard Marx,Fabio Baggio CS,2
Reinhard Marx,George Koovakad,1
João Braz de Aviz,Thomas Collins,2
João Braz de Aviz,Wim Eijk,2
João Braz de Aviz,Giuseppe Betori,2
João Braz de Aviz,Timothy Dolan,2
João Braz de Aviz,Rainer Woelki,3
João Braz de Aviz,James Michael Harvey,1
João Braz de Aviz,Baselios Cleemis,2
João Braz de Aviz,Gérald Lacroix ISPX,1
João Braz de Aviz,Orani João Tempesta OCist,2
João Braz de Aviz,Mario Aurelio Poli,1
João Braz de Aviz,Chibly Langlois,1
João Braz de Aviz,Daniel Sturla SDB,2
João Braz de Aviz,Soane Patita Paini Mafi,1
João Braz de Aviz,Dieudonné Nzapalainga CSSp,1
João Braz de Aviz,Sérgio da Rocha,3
João Braz de Aviz,John Ribat MSC,1
João Braz de Aviz,Fridolin Ambongo Besungu OFMCap,1
João Braz de Aviz,Jean-Claude Hollerich SJ,1
João Braz de Aviz,Matteo Zuppi,1
João Braz de Aviz,Antoine Kambanda,1
João Braz de Aviz,Augusto Paolo Lojudice,1
João Braz de Aviz,Jean-Marc Aveline,1
João Braz de Aviz,Peter Okpaleke,1
João Braz de Aviz,Leonardo Ulrich Steiner OFM,2
João Braz de Aviz,Virgílio do Carmo da Silva SDB,1
João Braz de Aviz,Anthony Poola,1
João Braz de Aviz,Paulo Cezar Costa,3
João Braz de Aviz,William Goh,1
João Braz de Aviz,Adalberto Martínez Flores,1
João Braz de Aviz,Giorgio Marengo IMC,1
João Braz de Aviz,Pierbattista Pizzaballa OFM,1
João Braz de Aviz,Stephen Brislin,1
João Braz de Aviz,Ángel Sixto Rossi SJ,2
João Braz de Aviz,Luis José Rueda Aparicio,2
João Braz de Aviz,Grzegorz Ryś,1
João Braz de Aviz,Stephen Ameyu Martin Mulla,1
João Braz de Aviz,José Cobo Cano,1
João Braz de Aviz,Protase Rugambwa,1
João Braz de Aviz,Stephen Chow Sau-yan SJ,1
João Braz de Aviz,François-Xavier Bustillo OFMConv,1
João Braz de Aviz,Américo Aguiar,1
João Braz de Aviz,Carlos Castillo Mattasoglio,1
João Braz de Aviz,Vicente Bokalic Iglic CM,1
João Braz de Aviz,Luis Cabrera Herrera OFM,2
João Braz de Aviz,Fernando Chomalí Garib,2
João Braz de Aviz,Tarcisio Isao Kikuchi SVD,1
João Braz de Aviz,Pablo Virgilio David,1
João Braz de Aviz,Ladislav Nemet SVD,1
João Braz de Aviz,Jaime Spengler OFM,3
João Braz de Aviz,Ignace Bessi Dogbo,1
João Braz de Aviz,Jean-Paul Vesco OP,1
João Braz de Aviz,Dominique Mathieu OFMConv,1
João Braz de Aviz,Roberto Repole,1
João Braz de Aviz,Baldassare Reina,1
João Braz de Aviz,Frank Leo,1
João Braz de Aviz,Mykola Bychok CSsR,1
João Braz de Aviz,Domenico Battaglia,1
João Braz de Aviz,Konrad Krajewski,1
João Braz de Aviz,José Tolentino de Mendonça,1
João Braz de Aviz,Mario Grech,1
João Braz de Aviz,Mauro Gambetti OFMConv,1
João Braz de Aviz,Claudio Gugerotti,1
João Braz de Aviz,Víctor Manuel Fernández,2
João Braz de Aviz,Ángel Fernández Artime SDB,1
João Braz de Aviz,Rolandas Makrickas,1
João Braz de Aviz,Fabio Baggio CS,1
João Braz de Aviz,George Koovakad,1
Thomas Collins,Wim Eijk,2
Thomas Collins,Giuseppe Betori,2
Thomas Collins,Timothy Dolan,3
Thomas Collins,Rainer Woelki,3
Thomas Collins,James Michael Harvey,2
Thomas Collins,Baselios Cleemis,2
Thomas Collins,Leopoldo Brenes,1
Thomas Collins,Gérald Lacroix ISPX,3
Thomas Collins,Chibly Langlois,2
Thomas Collins,Daniel Sturla SDB,1
Thomas Collins,Soane Patita Paini Mafi,1
Thomas Collins,Dieudonné Nzapalainga CSSp,1
Thomas Collins,Sérgio da Rocha,1
Thomas Collins,Blase J. Cupich,1
Thomas Collins,Carlos Aguiar Retes,1
Thomas Collins,John Ribat MSC,1
Thomas Collins,Joseph W. Tobin CSsR,1
Thomas Collins,Juan García Rodríguez,1
Thomas Collins,Fridolin Ambongo Besungu OFMCap,1
Thomas Collins,Jean-Claude Hollerich SJ,1
Thomas Collins,Álvaro Leonel Ramazzini Imeri,1
Thomas Collins,Matteo Zuppi,1
Thomas Collins,Antoine Kambanda,1
Thomas Collins,Wilton Daniel Gregory,1
Thomas Collins,Augusto Paolo Lojudice,1
Thomas Collins,Jean-Marc Aveline,1
Thomas Collins,Peter Okpaleke,1
Thomas Collins,Robert McElroy,1
Thomas Collins,Virgílio do Carmo da Silva SDB,1
Thomas Collins,Anthony Poola,1
Thomas Collins,Paulo Cezar Costa,1
Thomas Collins,William Goh,1
Thomas Collins,Giorgio Marengo IMC,1
Thomas Collins,Pierbattista Pizzaballa OFM,1
Thomas Collins,Stephen Brislin,1
Thomas Collins,Ángel Sixto Rossi SJ,1
Thomas Collins,Luis José Rueda Aparicio,1
Thomas Collins,Grzegorz Ryś,1
Thomas Collins,Stephen Ameyu Martin Mulla,1
Thomas Collins,José Cobo Cano,1
Thomas Collins,Protase Rugambwa,1
Thomas Collins,Stephen Chow Sau-yan SJ,1
Thomas Collins,François-Xavier Bustillo OFMConv,1
Thomas Collins,Américo Aguiar,1
Thomas Collins,Luis Cabrera Herrera OFM,1
Thomas Collins,Fernando Chomalí Garib,1
Thomas Collins,Tarcisio Isao Kikuchi SVD,1
Thomas Collins,Pablo Virgilio David,1
Thomas Collins,Ladislav Nemet SVD,1
Thomas Collins,Jaime Spengler OFM,1
Thomas Collins,Ignace Bessi Dogbo,1
Thomas Collins,Jean-Paul Vesco OP,1
Thomas Collins,Dominique Mathieu OFMConv,1
Thomas Collins,Roberto Repole,1
Thomas Collins,Baldassare Reina,1
Thomas Collins,Frank Leo,3
Thomas Collins,Mykola Bychok CSsR,1
Thomas Collins,Domenico Battaglia,1
Thomas Collins,Kevin Farrell,1
Thomas Collins,Konrad Krajewski,1
Thomas Collins,José Tolentino de Mendonça,1
Thomas Collins,Michael Czerny SJ,2
Thomas Collins,Mario Grech,1
Thomas Collins,Mauro Gambetti OFMConv,1
Thomas Collins,Claudio Gugerotti,1
Thomas Collins,Víctor Manuel Fernández,1
Thomas Collins,Ángel Fernández Artime SDB,1
Thomas Collins,Rolandas Makrickas,1
Thomas Collins,Fabio Baggio CS,1
Thomas Collins,George Koovakad,1
Wim Eijk,Giuseppe Betori,3
Wim Eijk,Timothy Dolan,2
Wim Eijk,Rainer Woelki,4
Wim Eijk,James Michael Harvey,1
Wim Eijk,Baselios Cleemis,2
Wim Eijk,Gerhard Ludwig Müller,1
Wim Eijk,Vincent Nichols,1
Wim Eijk,Gérald Lacroix ISPX,1
Wim Eijk,Chibly Langlois,1
Wim Eijk,Manuel Clemente,1
Wim Eijk,Francesco Montenegro,1
Wim Eijk,Daniel Sturla SDB,1
Wim Eijk,Soane Patita Paini Mafi,1
Wim Eijk,Dieudonné Nzapalainga CSSp,1
Wim Eijk,Carlos Osoro Sierra,1
Wim Eijk,Sérgio da Rocha,1
Wim Eijk,Jozef De Kesel,1
Wim Eijk,John Ribat MSC,1
Wim Eijk,Juan José Omella,1
Wim Eijk,Anders Arborelius OCD,1
Wim Eijk,Angelo De Donatis,1
Wim Eijk,António Marto,1
Wim Eijk,Giuseppe Petrocchi,1
Wim Eijk,Fridolin Ambongo Besungu OFMCap,1
Wim Eijk,Jean-Claude Hollerich SJ,2
Wim Eijk,Matteo Zuppi,2
Wim Eijk,Antoine Kambanda,1
Wim Eijk,Augusto Paolo Lojudice,2
Wim Eijk,Jean-Marc Aveline,2
Wim Eijk,Peter Okpaleke,1
Wim Eijk,Virgílio do Carmo da Silva SDB,1
Wim Eijk,Oscar Cantoni,1
Wim Eijk,Anthony Poola,1
Wim Eijk,Paulo Cezar Costa,1
Wim Eijk,William Goh,1
Wim Eijk,Giorgio Marengo IMC,1
Wim Eijk,Pierbattista Pizzaballa OFM,1
Wim Eijk,Stephen Brislin,1
Wim Eijk,Ángel Sixto Rossi SJ,1
Wim Eijk,Luis José Rueda Aparicio,1
Wim Eijk,Grzegorz Ryś,2
Wim Eijk,Stephen Ameyu Martin Mulla,1
Wim Eijk,José Cobo Cano,2
Wim Eijk,Protase Rugambwa,1
Wim Eijk,Stephen Chow Sau-yan SJ,1
Wim Eijk,François-Xavier Bustillo OFMConv,2
Wim Eijk,Américo Aguiar,2
Wim Eijk,Luis Cabrera Herrera OFM,1
Wim Eijk,Fernando Chomalí Garib,1
Wim Eijk,Tarcisio Isao Kikuchi SVD,1
Wim Eijk,Pablo Virgilio David,1
Wim Eijk,Ladislav Nemet SVD,2
Wim Eijk,Jaime Spengler OFM,1
Wim Eijk,Ignace Bessi Dogbo,1
Wim Eijk,Jean-Paul Vesco OP,1
Wim Eijk,Dominique Mathieu OFMConv,1
Wim Eijk,Roberto Repole,2
Wim Eijk,Baldassare Reina,2
Wim Eijk,Frank Leo,1
Wim Eijk,Mykola Bychok CSsR,1
Wim Eijk,Domenico Battaglia,2
Wim Eijk,Dominique Mamberti,1
Wim Eijk,Mario Zenari,1
Wim Eijk,Konrad Krajewski,2
Wim Eijk,José Tolentino de Mendonça,2
Wim Eijk,Mario Grech,2
Wim Eijk,Marcello Semeraro,1
Wim Eijk,Mauro Gambetti OFMConv,2
Wim Eijk,Arthur Roche,1
Wim Eijk,Claudio Gugerotti,2
Wim Eijk,Víctor Manuel Fernández,1
Wim Eijk,Emil Paul Tscherrig,1
Wim Eijk,Christophe Pierre,1
Wim Eijk,Ángel Fernández Artime SDB,2
Wim Eijk,Rolandas Makrickas,2
Wim Eijk,Timothy Radcliffe OP,1
Wim Eijk,Fabio Baggio CS,2
Wim Eijk,George Koovakad,1
Giuseppe Betori,Timothy Dolan,2
Giuseppe Betori,Rainer Woelki,4
Giuseppe Betori,James Michael Harvey,1
Giuseppe Betori,Baselios Cleemis,2
Giuseppe Betori,Gerhard Ludwig Müller,1
Giuseppe Betori,Vincent Nichols,1
Giuseppe Betori,Gérald Lacroix ISPX,1
Giuseppe Betori,Chibly Langlois,1
Giuseppe Betori,Manuel Clemente,1
Giuseppe Betori,Francesco Montenegro,2
Giuseppe Betori,Daniel Sturla SDB,1
Giuseppe Betori,Soane Patita Paini Mafi,1
Giuseppe Betori,Dieudonné Nzapalainga CSSp,1
Giuseppe Betori,Carlos Osoro Sierra,1
Giuseppe Betori,Sérgio da Rocha,1
Giuseppe Betori,Jozef De Kesel,1
Giuseppe Betori,John Ribat MSC,1
Giuseppe Betori,Juan José Omella,1
Giuseppe Betori,Anders Arborelius OCD,1
Giuseppe Betori,Angelo De Donatis,2
Giuseppe Betori,António Marto,1
Giuseppe Betori,Giuseppe Petrocchi,2
Giuseppe Betori,Fridolin Ambongo Besungu OFMCap,1
Giuseppe Betori,Jean-Claude Hollerich SJ,2
Giuseppe Betori,Matteo Zuppi,3
Giuseppe Betori,Antoine Kambanda,1
Giuseppe Betori,Augusto Paolo Lojudice,3
Giuseppe Betori,Jean-Marc Aveline,2
Giuseppe Betori,Peter Okpaleke,1
Giuseppe Betori,Virgílio do Carmo da Silva SDB,1
Giuseppe Betori,Oscar Cantoni,2
Giuseppe Betori,Anthony Poola,1
Giuseppe Betori,Paulo Cezar Costa,1
Giuseppe Betori,William Goh,1
Giuseppe Betori,Giorgio Marengo IMC,1
Giuseppe Betori,Pierbattista Pizzaballa OFM,1
Giuseppe Betori,Stephen Brislin,1
Giuseppe Betori,Ángel Sixto Rossi SJ,1
Giuseppe Betori,Luis José Rueda Aparicio,1
Giuseppe Betori,Grzegorz Ryś,2
Giuseppe Betori,Stephen Ameyu Martin Mulla,1
Giuseppe Betori,José Cobo Cano,2
Giuseppe Betori,Protase Rugambwa,1
Giuseppe Betori,Stephen Chow Sau-yan SJ,1
Giuseppe Betori,François-Xavier Bustillo OFMConv,2
Giuseppe Betori,Américo Aguiar,2
Giuseppe Betori,Luis Cabrera Herrera OFM,1
Giuseppe Betori,Fernando Chomalí Garib,1
Giuseppe Betori,Tarcisio Isao Kikuchi SVD,1
Giuseppe Betori,Pablo Virgilio David,1
Giuseppe Betori,Ladislav Nemet SVD,2
Giuseppe Betori,Jaime Spengler OFM,1
Giuseppe Betori,Ignace Bessi Dogbo,1
Giuseppe Betori,Jean-Paul Vesco OP,1
Giuseppe Betori,Dominique Mathieu OFMConv,1
Giuseppe Betori,Roberto Repole,3
Giuseppe Betori,Baldassare Reina,3
Giuseppe Betori,Frank Leo,1
Giuseppe Betori,Mykola Bychok CSsR,1
Giuseppe Betori,Domenico Battaglia,3
Giuseppe Betori,Dominique Mamberti,1
Giuseppe Betori,Mario Zenari,2
Giuseppe Betori,Konrad Krajewski,2
Giuseppe Betori,José Tolentino de Mendonça,2
Giuseppe Betori,Mario Grech,2
Giuseppe Betori,Marcello Semeraro,2
Giuseppe Betori,Mauro Gambetti OFMConv,3
Giuseppe Betori,Arthur Roche,1
Giuseppe Betori,Claudio Gugerotti,3
Giuseppe Betori,Víctor Manuel Fernández,1
Giuseppe Betori,Emil Paul Tscherrig,1
Giuseppe Betori,Christophe Pierre,1
Giuseppe Betori,Ángel Fernández Artime SDB,2
Giuseppe Betori,Rolandas Makrickas,2
Giuseppe Betori,Timothy Radcliffe OP,1
Giuseppe Betori,Fabio Baggio CS,3
Giuseppe Betori,George Koovakad,1
Timothy Dolan,Rainer Woelki,3
Timothy Dolan,James Michael Harvey,3
Timothy Dolan,Baselios Cleemis,2
Timothy Dolan,Leopoldo Brenes,1
Timothy Dolan,Gérald Lacroix ISPX,2
Timothy Dolan,Chibly Langlois,2
Timothy Dolan,Daniel Sturla SDB,1
Timothy Dolan,Soane Patita Paini Mafi,1
Timothy Dolan,Dieudonné Nzapalainga CSSp,1
Timothy Dolan,Sérgio da Rocha,1
Timothy Dolan,Blase J. Cupich,2
Timothy Dolan,Carlos Aguiar Retes,1
Timothy Dolan,John Ribat MSC,1
Timothy Dolan,Joseph W. Tobin CSsR,2
Timothy Dolan,Juan García Rodríguez,1
Timothy Dolan,Fridolin Ambongo Besungu OFMCap,1
Timothy Dolan,Jean-Claude Hollerich SJ,1
Timothy Dolan,Álvaro Leonel Ramazzini Imeri,1
Timothy Dolan,Matteo Zuppi,1
Timothy Dolan,Antoine Kambanda,1
Timothy Dolan,Wilton Daniel Gregory,2
Timothy Dolan,Augusto Paolo Lojudice,1
Timothy Dolan,Jean-Marc Aveline,1
Timothy Dolan,Peter Okpaleke,1
Timothy Dolan,Robert McElroy,2
Timothy Dolan,Virgílio do Carmo da Silva SDB,1
Timothy Dolan,Anthony Poola,1
Timothy Dolan,Paulo Cezar Costa,1
Timothy Dolan,William Goh,1
Timothy Dolan,Giorgio Marengo IMC,1
Timothy Dolan,Pierbattista Pizzaballa OFM,1
Timothy Dolan,Stephen Brislin,1
Timothy Dolan,Ángel Sixto Rossi SJ,1
Timothy Dolan,Luis José Rueda Aparicio,1
Timothy Dolan,Grzegorz Ryś,1
Timothy Dolan,Stephen Ameyu Martin Mulla,1
Timothy Dolan,José Cobo Cano,1
Timothy Dolan,Protase Rugambwa,1
Timothy Dolan,Stephen Chow Sau-yan SJ,1
Timothy Dolan,François-Xavier Bustillo OFMConv,1
Timothy Dolan,Américo Aguiar,1
Timothy Dolan,Luis Cabrera Herrera OFM,1
Timothy Dolan,Fernando Chomalí Garib,1
Timothy Dolan,Tarcisio Isao Kikuchi SVD,1
Timothy Dolan,Pablo Virgilio David,1
Timothy Dolan,Ladislav Nemet SVD,1
Timothy Dolan,Jaime Spengler OFM,1
Timothy Dolan,Ignace Bessi Dogbo,1
Timothy Dolan,Jean-Paul Vesco OP,1
Timothy Dolan,Dominique Mathieu OFMConv,1
Timothy Dolan,Roberto Repole,1
Timothy Dolan,Baldassare Reina,1
Timothy Dolan,Frank Leo,2
Timothy Dolan,Mykola Bychok CSsR,1
Timothy Dolan,Domenico Battaglia,1
Timothy Dolan,Kevin Farrell,2
Timothy Dolan,Konrad Krajewski,1
Timothy Dolan,José Tolentino de Mendonça,1
Timothy Dolan,Michael Czerny SJ,1
Timothy Dolan,Mario Grech,1
Timothy Dolan,Mauro Gambetti OFMConv,1
Timothy Dolan,Claudio Gugerotti,1
Timothy Dolan,Víctor Manuel Fernández,1
Timothy Dolan,Ángel Fernández Artime SDB,1
Timothy Dolan,Rolandas Makrickas,1
Timothy Dolan,Fabio Baggio CS,1
Timothy Dolan,George Koovakad,1
Rainer Woelki,James Michael Harvey,2
Rainer Woelki,Baselios Cleemis,3
Rainer Woelki,Gerhard Ludwig Müller,3
Rainer Woelki,Vincent Nichols,2
Rainer Woelki,Leopoldo Brenes,1
Rainer Woelki,Gérald Lacroix ISPX,2
Rainer Woelki,Jean-Pierre Kutwa,1
Rainer Woelki,Orani João Tempesta OCist,1
Rainer Woelki,Mario Aurelio Poli,1
Rainer Woelki,Philippe Ouédraogo,1
Rainer Woelki,Chibly Langlois,2
Rainer Woelki,Manuel Clemente,2
Rainer Woelki,Berhaneyesus Demerew Souraphiel CM,1
Rainer Woelki,John Dew,1
Rainer Woelki,Charles Maung Bo SDB,1
Rainer Woelki,Kriengsak Kovitvanit,1
Rainer Woelki,Francesco Montenegro,2
Rainer Woelki,Daniel Sturla SDB,2
Rainer Woelki,Arlindo Gomes Furtado,1
Rainer Woelki,Soane Patita Paini Mafi,2
Rainer Woelki,Dieudonné Nzapalainga CSSp,2
Rainer Woelki,Carlos Osoro Sierra,2
Rainer Woelki,Sérgio da Rocha,2
Rainer Woelki,Blase J. Cupich,1
Rainer Woelki,Jozef De Kesel,2
Rainer Woelki,Carlos Aguiar Retes,1
Rainer Woelki,John Ribat MSC,2
Rainer Woelki,Joseph W. Tobin CSsR,1
Rainer Woelki,Juan José Omella,2
Rainer Woelki,Anders Arborelius OCD,2
Rainer Woelki,Angelo De Donatis,2
Rainer Woelki,Joseph Coutts,1
Rainer Woelki,António Marto,2
Rainer Woelki,Désiré Tsarahazana,1
Rainer Woelki,Giuseppe Petrocchi,2
Rainer Woelki,Thomas Aquino Manyo Maeda,1
Rainer Woelki,Ignatius Suharyo Hardjoatmodjo,1
Rainer Woelki,Juan García Rodríguez,1
Rainer Woelki,Fridolin Ambongo Besungu OFMCap,2
Rainer Woelki,Jean-Claude Hollerich SJ,3
Rainer Woelki,Álvaro Leonel Ramazzini Imeri,1
Rainer Woelki,Matteo Zuppi,3
Rainer Woelki,Cristóbal López Romero SDB,1
Rainer Woelki,Antoine Kambanda,2
Rainer Woelki,Wilton Daniel Gregory,1
Rainer Woelki,Jose Advincula OP,1
Rainer Woelki,Augusto Paolo Lojudice,3
Rainer Woelki,Jean-Marc Aveline,3
Rainer Woelki,Peter Okpaleke,2
Rainer Woelki,Leonardo Ulrich Steiner OFM,1
Rainer Woelki,Filipe Neri Ferrão,1
Rainer Woelki,Robert McElroy,1
Rainer Woelki,Virgílio do Carmo da Silva SDB,2
Rainer Woelki,Oscar Cantoni,2
Rainer Woelki,Anthony Poola,2
Rainer Woelki,Paulo Cezar Costa,2
Rainer Woelki,William Goh,2
Rainer Woelki,Adalberto Martínez Flores,1
Rainer Woelki,Giorgio Marengo IMC,2
Rainer Woelki,Pierbattista Pizzaballa OFM,2
Rainer Woelki,Stephen Brislin,2
Rainer Woelki,Ángel Sixto Rossi SJ,2
Rainer Woelki,Luis José Rueda Aparicio,2
Rainer Woelki,Grzegorz Ryś,3
Rainer Woelki,Stephen Ameyu Martin Mulla,2
Rainer Woelki,José Cobo Cano,3
Rainer Woelki,Protase Rugambwa,2
Rainer Woelki,Sebastian Francis,1
Rainer Woelki,Stephen Chow Sau-yan SJ,2
Rainer Woelki,François-Xavier Bustillo OFMConv,3
Rainer Woelki,Américo Aguiar,3
Rainer Woelki,Carlos Castillo Mattasoglio,1
Rainer Woelki,Vicente Bokalic Iglic CM,1
Rainer Woelki,Luis Cabrera Herrera OFM,2
Rainer Woelki,Fernando Chomalí Garib,2
Rainer Woelki,Tarcisio Isao Kikuchi SVD,2
Rainer Woelki,Pablo Virgilio David,2
Rainer Woelki,Ladislav Nemet SVD,3
Rainer Woelki,Jaime Spengler OFM,2
Rainer Woelki,Ignace Bessi Dogbo,2
Rainer Woelki,Jean-Paul Vesco OP,2
Rainer Woelki,Dominique Mathieu OFMConv,2
Rainer Woelki,Roberto Repole,3
Rainer Woelki,Baldassare Reina,3
Rainer Woelki,Frank Leo,2
Rainer Woelki,Mykola Bychok CSsR,2
Rainer Woelki,Domenico Battaglia,3
Rainer Woelki,Dominique Mamberti,2
Rainer Woelki,Mario Zenari,2
Rainer Woelki,Kevin Farrell,1
Rainer Woelki,Konrad Krajewski,3
Rainer Woelki,José Tolentino de Mendonça,3
Rainer Woelki,Michael Czerny SJ,1
Rainer Woelki,Mario Grech,3
Rainer Woelki,Marcello Semeraro,2
Rainer Woelki,Mauro Gambetti OFMConv,3
Rainer Woelki,Arthur Roche,2
Rainer Woelki,Lazarus You Heung-sik,1
Rainer Woelki,Claudio Gugerotti,3
Rainer Woelki,Víctor Manuel Fernández,2
Rainer Woelki,Emil Paul Tscherrig,2
Rainer Woelki,Christophe Pierre,2
Rainer Woelki,Ángel Fernández Artime SDB,3
Rainer Woelki,Rolandas Makrickas,3
Rainer Woelki,Timothy Radcliffe OP,2
Rainer Woelki,Fabio Baggio CS,3
Rainer Woelki,George Koovakad,2
James Michael Harvey,Baselios Cleemis,3
James Michael Harvey,Leopoldo Brenes,1
James Michael Harvey,Gérald Lacroix ISPX,2
James Michael Harvey,Chibly Langlois,2
James Michael Harvey,Daniel Sturla SDB,1
James Michael Harvey,Soane Patita Paini Mafi,1
James Michael Harvey,Dieudonné Nzapalainga CSSp,1
James Michael Harvey,Sérgio da Rocha,1
James Michael Harvey,Blase J. Cupich,2
James Michael Harvey,Carlos Aguiar Retes,1
James Michael Harvey,John Ribat MSC,1
James Michael Harvey,Joseph W. Tobin CSsR,2
James Michael Harvey,Juan García Rodríguez,1
James Michael Harvey,Fridolin Ambongo Besungu OFMCap,1
James Michael Harvey,Jean-Claude Hollerich SJ,1
James Michael Harvey,Álvaro Leonel Ramazzini Imeri,1
James Michael Harvey,Matteo Zuppi,1
James Michael Harvey,Antoine Kambanda,1
James Michael Harvey,Wilton Daniel Gregory,2
James Michael Harvey,Augusto Paolo Lojudice,1
James Michael Harvey,Jean-Marc Aveline,1
James Michael Harvey,Peter Okpaleke,1
James Michael Harvey,Robert McElroy,2
James Michael Harvey,Virgílio do Carmo da Silva SDB,1
James Michael Harvey,Anthony Poola,1
James Michael Harvey,Paulo Cezar Costa,1
James Michael Harvey,William Goh,1
James Michael Harvey,Giorgio Marengo IMC,1
James Michael Harvey,Pierbattista Pizzaballa OFM,1
James Michael Harvey,Stephen Brislin,1
James Michael Harvey,Ángel Sixto Rossi SJ,1
James Michael Harvey,Luis José Rueda Aparicio,1
James Michael Harvey,Grzegorz Ryś,1
James Michael Harvey,Stephen Ameyu Martin Mulla,1
James Michael Harvey,José Cobo Cano,1
James Michael Harvey,Protase Rugambwa,1
James Michael Harvey,Stephen Chow Sau-yan SJ,1
James Michael Harvey,François-Xavier Bustillo OFMConv,1
James Michael Harvey,Américo Aguiar,1
James Michael Harvey,Luis Cabrera Herrera OFM,1
James Michael Harvey,Fernando Chomalí Garib,1
James Michael Harvey,Tarcisio Isao Kikuchi SVD,1
James Michael Harvey,Pablo Virgilio David,1
James Michael Harvey,Ladislav Nemet SVD,1
James Michael Harvey,Jaime Spengler OFM,1
James Michael Harvey,Ignace Bessi Dogbo,1
James Michael Harvey,Jean-Paul Vesco OP,1
James Michael Harvey,Dominique Mathieu OFMConv,1
James Michael Harvey,Roberto Repole,1
James Michael Harvey,Baldassare Reina,1
James Michael Harvey,Frank Leo,2
James Michael Harvey,Mykola Bychok CSsR,1
James Michael Harvey,Domenico Battaglia,1
James Michael Harvey,Kevin Farrell,2
James Michael Harvey,Konrad Krajewski,1
James Michael Harvey,José Tolentino de Mendonça,1
James Michael Harvey,Michael Czerny SJ,1
James Michael Harvey,Mario Grech,1
James Michael Harvey,Mauro Gambetti OFMConv,1
James Michael Harvey,Claudio Gugerotti,1
James Michael Harvey,Víctor Manuel Fernández,1
James Michael Harvey,Ángel Fernández Artime SDB,1
James Michael Harvey,Rolandas Makrickas,1
James Michael Harvey,Fabio Baggio CS,1
James Michael Harvey,George Koovakad,1
Baselios Cleemis,Gerhard Ludwig Müller,1
Baselios Cleemis,Vincent Nichols,1
Baselios Cleemis,Leopoldo Brenes,1
Baselios Cleemis,Gérald Lacroix ISPX,2
Baselios Cleemis,Jean-Pierre Kutwa,1
Baselios Cleemis,Orani João Tempesta OCist,1
Baselios Cleemis,Mario Aurelio Poli,1
Baselios Cleemis,Philippe Ouédraogo,1
Baselios Cleemis,Chibly Langlois,2
Baselios Cleemis,Manuel Clemente,1
Baselios Cleemis,Berhaneyesus Demerew Souraphiel CM,1
Baselios Cleemis,John Dew,1
Baselios Cleemis,Charles Maung Bo SDB,2
Baselios Cleemis,Kriengsak Kovitvanit,2
Baselios Cleemis,Francesco Montenegro,1
Baselios Cleemis,Daniel Sturla SDB,2
Baselios Cleemis,Arlindo Gomes Furtado,1
Baselios Cleemis,Soane Patita Paini Mafi,2
Baselios Cleemis,Dieudonné Nzapalainga CSSp,2
Baselios Cleemis,Carlos Osoro Sierra,1
Baselios Cleemis,Sérgio da Rocha,2
Baselios Cleemis,Blase J. Cupich,1
Baselios Cleemis,Jozef De Kesel,1
Baselios Cleemis,Carlos Aguiar Retes,1
Baselios Cleemis,John Ribat MSC,2
Baselios Cleemis,Joseph W. Tobin CSsR,1
Baselios Cleemis,Juan José Omella,1
Baselios Cleemis,Anders Arborelius OCD,1
Baselios Cleemis,Angelo De Donatis,1
Baselios Cleemis,Joseph Coutts,2
Baselios Cleemis,António Marto,1
Baselios Cleemis,Désiré Tsarahazana,1
Baselios Cleemis,Giuseppe Petrocchi,1
Baselios Cleemis,Thomas Aquino Manyo Maeda,2
Baselios Cleemis,Ignatius Suharyo Hardjoatmodjo,2
Baselios Cleemis,Juan García Rodríguez,1
Baselios Cleemis,Fridolin Ambongo Besungu OFMCap,2
Baselios Cleemis,Jean-Claude Hollerich SJ,2
Baselios Cleemis,Álvaro Leonel Ramazzini Imeri,1
Baselios Cleemis,Matteo Zuppi,2
Baselios Cleemis,Cristóbal López Romero SDB,1
Baselios Cleemis,Antoine Kambanda,2
Baselios Cleemis,Wilton Daniel Gregory,1
Baselios Cleemis,Jose Advincula OP,2
Baselios Cleemis,Augusto Paolo Lojudice,2
Baselios Cleemis,Jean-Marc Aveline,2
Baselios Cleemis,Peter Okpaleke,2
Baselios Cleemis,Leonardo Ulrich Steiner OFM,1
Baselios Cleemis,Filipe Neri Ferrão,3
Baselios Cleemis,Robert McElroy,1
Baselios Cleemis,Virgílio do Carmo da Silva SDB,2
Baselios Cleemis,Oscar Cantoni,1
Baselios Cleemis,Anthony Poola,4
Baselios Cleemis,Paulo Cezar Costa,2
Baselios Cleemis,William Goh,3
Baselios Cleemis,Adalberto Martínez Flores,1
Baselios Cleemis,Giorgio Marengo IMC,3
Baselios Cleemis,Pierbattista Pizzaballa OFM,3
Baselios Cleemis,Stephen Brislin,2
